flags,utterance,category,intent,Column1,Column2
BIMP,would it be possible to report issues with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: would it be possible to report issues with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: would it be possible to report issues with payment?

Category: PAYMENT

<|endoftext|>"
B,I want help solving a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want help solving a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want help solving a payment issue

Category: PAYMENT

<|endoftext|>"
BI,how can I report a payment issue?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: how can I report a payment issue?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how can I report a payment issue?

Category: PAYMENT

<|endoftext|>"
BKM,report issue with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: report issue with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: report issue with payments

Category: PAYMENT

<|endoftext|>"
BM,I need help solving an issue with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I need help solving an issue with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need help solving an issue with payments

Category: PAYMENT

<|endoftext|>"
BM,help to report issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help to report issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help to report issues with payment

Category: PAYMENT

<|endoftext|>"
BI,can you help me solving a payment issue?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: can you help me solving a payment issue?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me solving a payment issue?

Category: PAYMENT

<|endoftext|>"
BM,assistance to solve issues with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: assistance to solve issues with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: assistance to solve issues with payments

Category: PAYMENT

<|endoftext|>"
BIMP,would it be possible to report an issue with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: would it be possible to report an issue with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: would it be possible to report an issue with payments?

Category: PAYMENT

<|endoftext|>"
BM,I need assistance to report an issue with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I need assistance to report an issue with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need assistance to report an issue with payments

Category: PAYMENT

<|endoftext|>"
B,help reporting a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help reporting a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help reporting a payment issue

Category: PAYMENT

<|endoftext|>"
BM,I have to report issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I have to report issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I have to report issues with payment

Category: PAYMENT

<|endoftext|>"
BI,how can I report an issue with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: how can I report an issue with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how can I report an issue with payment?

Category: PAYMENT

<|endoftext|>"
B,I need assistance to report a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I need assistance to report a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need assistance to report a payment issue

Category: PAYMENT

<|endoftext|>"
BM,assistance to report issues with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: assistance to report issues with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: assistance to report issues with payments

Category: PAYMENT

<|endoftext|>"
BI,where do I report a payment issue?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: where do I report a payment issue?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: where do I report a payment issue?

Category: PAYMENT

<|endoftext|>"
B,I don't know how I can report a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I don't know how I can report a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I don't know how I can report a payment issue

Category: PAYMENT

<|endoftext|>"
BK,report payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: report payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: report payment issue

Category: PAYMENT

<|endoftext|>"
BM,I want help reporting issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want help reporting issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want help reporting issues with payment

Category: PAYMENT

<|endoftext|>"
B,help me to report a payment issue,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help me to report a payment issue

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me to report a payment issue

Category: PAYMENT

<|endoftext|>"
BM,I want to report issues with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want to report issues with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want to report issues with payments

Category: PAYMENT

<|endoftext|>"
BK,issue with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: issue with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: issue with payment

Category: PAYMENT

<|endoftext|>"
BIMP,could you help me reporting issues with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: could you help me reporting issues with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you help me reporting issues with payment?

Category: PAYMENT

<|endoftext|>"
B,I need help solving an issue with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I need help solving an issue with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need help solving an issue with payment

Category: PAYMENT

<|endoftext|>"
BM,I have got to report payment issues,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I have got to report payment issues

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I have got to report payment issues

Category: PAYMENT

<|endoftext|>"
BKM,issue with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: issue with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: issue with payments

Category: PAYMENT

<|endoftext|>"
BM,I don't know how I can report issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I don't know how I can report issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I don't know how I can report issues with payment

Category: PAYMENT

<|endoftext|>"
BIM,where can I report an issue with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: where can I report an issue with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: where can I report an issue with payments?

Category: PAYMENT

<|endoftext|>"
BM,help me report issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: help me report issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me report issues with payment

Category: PAYMENT

<|endoftext|>"
BM,I want help to report an issue with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I want help to report an issue with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want help to report an issue with payments

Category: PAYMENT

<|endoftext|>"
BIM,how do I report an issue with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: how do I report an issue with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how do I report an issue with payments?

Category: PAYMENT

<|endoftext|>"
BM,I am trying to report issues with payment,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I am trying to report issues with payment

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I am trying to report issues with payment

Category: PAYMENT

<|endoftext|>"
BIMP,could you help me to report payment issues?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: could you help me to report payment issues?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you help me to report payment issues?

Category: PAYMENT

<|endoftext|>"
BM,I don't know how I can report issues with payments,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: I don't know how I can report issues with payments

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I don't know how I can report issues with payments

Category: PAYMENT

<|endoftext|>"
BI,how to report an issue with payment?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: how to report an issue with payment?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how to report an issue with payment?

Category: PAYMENT

<|endoftext|>"
BIM,what do I have to do to report an issue with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: what do I have to do to report an issue with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: what do I have to do to report an issue with payments?

Category: PAYMENT

<|endoftext|>"
BIM,can you help me reporting issues with payments?,PAYMENT,payment_issue,"Classify the Intent of the Dialogue.

Dialogue: can you help me reporting issues with payments?

Intent: payment_issue

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me reporting issues with payments?

Category: PAYMENT

<|endoftext|>"
